timestamp,traffic_flow,aqi,temperature,humidity,electricity_demand,time_segment,step_ahead
2022-01-01 00:00:00,8667.10701107011,120.48973903219846,16.665770852482456,84.39366656453801,226.00909950414243,past,0
2022-01-01 01:00:00,7091.269372693726,112.32319177107657,17.05,81.99289841116995,226.05327352937223,past,0
2022-01-01 02:00:00,5909.391143911439,106.21890590600836,17.02702499234035,81.0391937672342,226.23913367946528,past,0
2022-01-01 03:00:00,5909.391143911439,106.0995822883496,17.089187493616958,80.90339067127704,226.66555181953544,past,0
2022-01-01 04:00:00,7879.188191881919,115.67885487288773,17.42252082695029,79.25383857836914,227.57614837331263,past,0
2022-01-01 05:00:00,12606.701107011071,139.0227645215092,18.161036459929093,76.01644271312061,228.8646318477726,past,0
2022-01-01 06:00:00,20091.92988929889,176.13180231332757,19.083557286879387,71.19977604645395,230.5807121417772,past,0
2022-01-01 07:00:00,25213.402214022142,201.33201704258505,20.33378124042544,65.81397922411404,233.02742757521585,past,0
2022-01-01 08:00:00,27183.199261992624,202.0606489742685,21.49459374680848,60.957677156738306,236.04140423086227,past,0
2022-01-01 09:00:00,22061.72693726937,184.49191071197632,22.64459374680848,56.055885528369885,241.4261791668156,past,0
2022-01-01 10:00:00,18516.09225092251,166.19377745152417,23.662156227659356,51.50454180709357,246.6460138823746,past,0
2022-01-01 11:00:00,16940.254612546127,157.82472129770144,24.47837498723392,47.51577085248246,251.22311080174836,past,0
2022-01-01 12:00:00,16152.335793357935,153.5769338064258,24.778374987233917,46.57162501276608,255.04211696292973,past,0
2022-01-01 13:00:00,16546.295202952035,155.2742106237119,24.51103645992909,47.25674997446784,257.3964771639169,past,0
2022-01-01 14:00:00,17728.173431734314,160.85226584726612,24.32770312659576,48.08873958652486,258.1240963791371,past,0
2022-01-01 15:00:00,20091.92988929889,172.47657730496894,23.65674997446784,50.307901110284355,257.3010224387942,past,0
2022-01-01 16:00:00,24819.442804428047,196.06373811445263,22.75451043900731,53.10288002801243,255.0103412606748,past,0
