timestamp,traffic_flow,aqi,electricity_demand,temperature,humidity
2022-01-01 00:00:00,8667.10701107011,120.48973903219846,226.00909950414243,16.665770852482456,84.39366656453801
2022-01-01 01:00:00,7091.269372693726,112.32319177107657,226.05327352937223,17.05,81.99289841116995
2022-01-01 02:00:00,5909.391143911439,106.21890590600836,226.23913367946528,17.02702499234035,81.0391937672342
2022-01-01 03:00:00,5909.391143911439,106.0995822883496,226.66555181953544,17.089187493616958,80.90339067127704
2022-01-01 04:00:00,7879.188191881919,115.67885487288773,227.57614837331263,17.42252082695029,79.25383857836914
2022-01-01 05:00:00,12606.701107011071,139.0227645215092,228.8646318477726,18.161036459929093,76.01644271312061
2022-01-01 06:00:00,20091.92988929889,176.13180231332757,230.5807121417772,19.083557286879387,71.19977604645395
2022-01-01 07:00:00,25213.402214022142,201.33201704258505,233.02742757521585,20.33378124042544,65.81397922411404
2022-01-01 08:00:00,27183.199261992624,202.0606489742685,236.04140423086227,21.49459374680848,60.957677156738306
2022-01-01 09:00:00,22061.72693726937,184.49191071197632,241.4261791668156,22.64459374680848,56.055885528369885
2022-01-01 10:00:00,18516.09225092251,166.19377745152417,246.6460138823746,23.662156227659356,51.50454180709357
2022-01-01 11:00:00,16940.254612546127,157.82472129770144,251.22311080174836,24.47837498723392,47.51577085248246
2022-01-01 12:00:00,16152.335793357935,153.5769338064258,255.04211696292973,24.778374987233917,46.57162501276608
2022-01-01 13:00:00,16546.295202952035,155.2742106237119,257.3964771639169,24.51103645992909,47.25674997446784
2022-01-01 14:00:00,17728.173431734314,160.85226584726612,258.1240963791371,24.32770312659576,48.08873958652486
2022-01-01 15:00:00,20091.92988929889,172.47657730496894,257.3010224387942,23.65674997446784,50.307901110284355
2022-01-01 16:00:00,24819.442804428047,196.06373811445263,255.0103412606748,22.75451043900731,53.10288002801243
2022-01-01 17:00:00,27501.628920664207,202.0606489742685,251.39476120408412,22.123448009220763,55.65646328474927
2022-01-01 18:00:00,27501.628920664207,202.0606489742685,246.58944256802815,21.386052143972226,58.856526020921784
2022-01-01 19:00:00,27501.628920664207,202.0606489742685,241.5183040563822,20.58761981879459,62.68896354007091
2022-01-01 20:00:00,22061.72693726937,182.35216417321143,236.53448315210105,19.844817700354536,66.7993595074481
2022-01-01 21:00:00,17334.21402214022,158.74495744613793,233.90876179838435,19.29526560744664,70.33944281524927
2022-01-01 22:00:00,12606.701107011071,135.1513214044986,231.68388067874395,18.94481770035453,73.05790111028436
2022-01-01 23:00:00,10636.904059040591,125.33186162118156,230.03560137333412,18.649072817729532,75.25028668971858
2022-01-02 00:00:00,6230.566420664205,96.22815073371264,229.03048202299505,18.23285405815497,77.9642659138326
2022-01-02 01:00:00,5097.7361623616225,90.43020946968728,228.23903128766617,17.71663529858041,80.40933893581945
2022-01-02 02:00:00,4248.113468634686,86.0193801840717,227.76655815964085,17.326104083687138,81.59625552588962
2022-01-02 03:00:00,4248.113468634686,85.89346619853106,227.63182492507931,17.276551990779243,81.09152113333626
2022-01-02 04:00:00,5664.151291512915,92.82023758571506,227.97369646539465,17.704958346099417,78.10809369574415
2022-01-02 05:00:00,9062.642066420663,109.91372802880473,228.91931994049656,18.28829167943275,74.03352591879313
2022-01-02 06:00:00,14443.585793357934,137.18162104597928,230.41795604525103,19.055406253191524,68.95467165638085
2022-01-02 07:00:00,18125.28413284133,155.6082222028149,232.7105362609636,20.272520826950295,62.31461971666593
2022-01-02 08:00:00,19541.321955719563,162.41701590169177,235.63383666620612,21.53061452269445,56.664234545746325
