timestamp,traffic,pollution,electricity,temperature,humidity,wind_speed
2023-01-01 00:00:00,175.69444985191294,123.85178697746163,357.97603761911887,24.365660495705317,54.87914329435358,9.098431216399106
2023-01-01 01:00:00,171.92722254668013,123.95293026853582,352.0032913060343,24.8247232089372,54.610436229570794,10.263335809448135
2023-01-01 02:00:00,160.56126751397383,124.4669878923136,369.24902498559635,28.904844985072007,52.230368142062225,9.084696650396575
2023-01-01 03:00:00,152.68926289292125,115.02366883461684,368.01014959372304,30.791987231550717,44.05862545382322,9.833806689423719
2023-01-01 04:00:00,136.2892208124698,113.6340021895231,365.1232851006892,28.5955680952434,44.814766780000866,9.05027577378904
2023-01-01 05:00:00,133.9979096527943,110.22351179973874,376.5513701348213,30.175550057965882,47.51222613841664,8.148237310616896
2023-01-01 06:00:00,148.81028084003452,120.84316450940878,382.39894902345935,32.16631909868948,45.45289963517583,8.335783371418271
2023-01-01 07:00:00,148.69527495025088,118.66877177082257,380.80536960011426,31.362977866747602,45.391383024401804,7.836086092038446
2023-01-01 08:00:00,159.81166571908997,123.19828921584849,377.76580139994394,30.92525595312736,45.89731987549592,7.964617974701731
2023-01-01 09:00:00,172.02560381653058,124.47919794942027,376.3568972465296,28.65256738401475,47.6520309609354,6.555497951714666
2023-01-01 10:00:00,181.3906652207334,134.58065369316682,390.9221260766138,29.076795143236776,51.82612808499709,6.729806141070476
2023-01-01 11:00:00,184.83526993610175,127.39107087176787,372.8844029429346,27.027571971457082,53.73830052972232,6.508050284843152
2023-01-01 12:00:00,189.85982508178816,131.7093238437047,356.06143312661897,24.105057827739525,57.509629468407574,6.992903699147849
2023-01-01 13:00:00,190.17961508414183,130.48352525168008,358.08518624243044,23.31010976746757,61.08235746432171,5.833485824455474
2023-01-01 14:00:00,188.03763885360007,127.12882933340231,342.8451359854896,20.59113556549775,62.508242637314304,7.412845828089841
2023-01-01 15:00:00,172.41322408122255,128.2620835242728,330.71995483829625,17.34427080921447,67.84815845586975,7.26576996873947
2023-01-01 16:00:00,185.91795162378867,135.56301419772086,350.3370398565424,17.548725367556948,75.18356342030891,6.328152448456937
2023-01-01 17:00:00,174.95239686586663,126.77562647205542,331.07839314718,15.158513550681182,66.24466042239246,8.45755541018257
2023-01-01 18:00:00,179.84443644849827,130.3350837520049,350.0286167949357,17.092871249793756,71.45376636437035,9.563865156558412
2023-01-01 19:00:00,179.32954784179967,122.3190198338699,336.8268524535207,16.253564771039986,68.83241618817596,9.089512346338365
2023-01-01 20:00:00,191.25694449310473,132.8407716982674,344.2321499609575,16.892995973284837,70.74362694258113,9.748889337058529
2023-01-01 21:00:00,194.01200734299456,126.00731286648707,351.2804332324001,17.57121588017688,67.83034850267916,9.120420138901633
2023-01-01 22:00:00,205.28472774008065,137.58983445815187,349.0911554528422,21.514386709255987,67.07439173387237,8.135984661859702
2023-01-01 23:00:00,194.41013516194536,131.13006663224112,361.380942685003,21.793500859084542,65.23977334842229,8.158004423616335
2023-01-02 00:00:00,194.89740395846573,126.82130682638287,365.3112095121416,23.53764668187177,60.11431535389818,9.67855743070743
2023-01-02 01:00:00,181.97864841876398,130.72205980975136,379.7915990641341,25.70178361221528,59.21227317188095,9.034503574022617
2023-01-02 02:00:00,170.91550475709147,128.55459819199274,385.697835470396,28.69471395048491,48.79997727956088,8.658834710847511
2023-01-02 03:00:00,164.28938034380315,127.27134674634844,379.8053611264108,30.153481441609685,55.094058876546384,9.016737493001749
2023-01-02 04:00:00,159.0859048478615,124.75532809335841,397.7830430535683,31.483728036243427,50.62898431145651,9.180909701502902
2023-01-02 05:00:00,145.28943335731682,122.83699653422215,388.1975112542337,32.30678881215308,51.08483782819824,7.371298284920279
2023-01-02 06:00:00,146.2996839225757,123.38183465336893,392.45773433926666,34.63452541335322,45.72208656876317,7.685785665803732
2023-01-02 07:00:00,155.08384671243803,123.93505730813008,392.36136538622003,31.30640814382976,47.0805698802193,8.66868091053044
2023-01-02 08:00:00,170.5418685994188,133.44079261275562,392.21221457608374,30.38236273512426,50.51400189357045,6.497298133845039
2023-01-02 09:00:00,181.28537186289532,134.24045020407388,398.6861053864879,28.75132894646439,52.14053525106922,7.5481726592356475
2023-01-02 10:00:00,185.68287752460878,138.45432342313637,390.0904773860872,28.812328432567273,55.35618772833882,6.361650361239047
2023-01-02 11:00:00,195.67836563727062,132.5911823258662,385.15342219016514,27.50062335453478,60.07565977055008,6.933166892461364
2023-01-02 12:00:00,190.42061622787108,131.8930676843921,371.71350833341654,23.940718371495553,56.96608277942467,7.268129255042007
2023-01-02 13:00:00,196.82440223382832,131.77657003875566,367.3051330025438,21.0008662258904,66.14362933840805,7.0700084974559125
2023-01-02 14:00:00,203.00683543633505,138.03274555310924,362.919670877612,19.09237989766604,66.95120515925821,7.337373615873054
2023-01-02 15:00:00,193.55118299287173,141.50911690693738,362.8174111981539,19.20776540776183,68.99923453912402,6.133224354834608
2023-01-02 16:00:00,183.64194881353635,127.54693421259645,350.9887405423803,18.049760999234763,68.13907411285359,8.029561794718909
2023-01-02 17:00:00,181.0084763966668,130.65566457314742,344.5738982806936,17.012588603647405,73.69362121462832,7.014886252101842
2023-01-02 18:00:00,175.77875463900486,127.70516813027618,343.45942123409026,15.29174926579429,67.68896272773172,8.181679235900075
2023-01-02 19:00:00,188.4643784952454,123.93308198646434,345.25047351574614,16.643698667968188,74.01338096892438,8.569000898551838
2023-01-02 20:00:00,197.9608042638365,130.24364348370938,351.75658164984793,17.30648215976043,68.09289479045977,9.089585791208705
2023-01-02 21:00:00,206.71030670546403,137.13164577259113,368.5908024235248,18.70238516541589,69.56516204135646,9.296529845021954
2023-01-02 22:00:00,207.19439297949154,128.56094426767356,375.0356351519189,21.144678262331194,66.67081351522936,8.70837112070935
2023-01-02 23:00:00,204.39381081015185,133.12784913316548,368.06295283005807,22.298876605549886,66.57421130467652,8.503981550826602
2023-01-03 00:00:00,191.76254762535464,131.44154651962523,367.56530655883887,24.917961110554508,60.456526101260394,10.110644075973237
2023-01-03 01:00:00,186.85254148255044,132.43079179804067,384.8809359870953,26.257062552977256,56.16262158198371,9.578972943696844
2023-01-03 02:00:00,175.520887935236,126.87636800969852,387.3494271784264,28.45450900686866,53.61891090358019,10.10360189434713
2023-01-03 03:00:00,166.19737214873527,128.71078522542666,390.58708752452856,30.524116213271284,54.97836069887191,9.029347117848316
2023-01-03 04:00:00,163.9032798544423,127.75002725369558,385.71447460685664,29.29148264710884,51.372790978649924,7.766384947526128
