timestamp,traffic_flow,aqi,temperature,humidity,electricity_demand,time_segment,step_ahead
2024-08-11 00:00:00,2366493.0,150.9590094390084,30.255,72.08,6065.5,past,0
2024-08-11 01:00:00,1785740.0,129.1273581764988,30.4975,71.5525,6027.0,past,0
2024-08-11 02:00:00,1312950.0,111.41055282822116,30.709000000000003,71.28099999999999,6018.85,past,0
2024-08-11 03:00:00,1071445.0,102.74217919749556,30.6625,72.21249999999999,6031.208333333333,past,0
2024-08-11 04:00:00,926500.0,86.46312242836797,30.8325,72.3175,6053.166666666667,past,0
2024-08-11 05:00:00,985343.0,93.723983028639,30.92948851774531,72.84614300626296,6080.583333333333,past,0
2024-08-11 06:00:00,1172780.0,107.30255438106192,30.826988517745303,74.41114300626295,6101.833333333333,past,0
2024-08-11 07:00:00,1209760.0,109.24488468895257,30.666988517745303,75.99364300626296,6164.265266742747,past,0
2024-08-11 08:00:00,1389486.0,116.53294273461162,30.416988517745303,77.64864300626296,6238.910683409414,past,0
2024-08-11 09:00:00,1633399.0,125.74968903974424,30.42198851774531,78.00364300626296,6289.144630137888,past,0
2024-08-11 10:00:00,2201626.0,147.08243467795182,30.271988517745303,78.44114300626295,6304.136979930419,past,0
2024-08-11 11:00:00,2893521.0,173.05395466599023,30.1675,78.96249999999999,6251.420553178955,past,0
2024-08-11 12:00:00,3615584.0,199.8043879760487,30.1575,78.515,6233.711386512288,past,0
2024-08-11 13:00:00,4334304.0,226.4436023677015,30.045,78.105,6243.1046930180755,past,0
2024-08-11 14:00:00,4667515.0,238.57567843710575,29.955,77.3025,6232.618292810606,past,0
2024-08-11 15:00:00,4692279.0,239.2624093442722,29.64,76.64,6211.444319254587,past,0
2024-08-11 16:00:00,3623550.0,199.42838172559652,29.3875,76.62750000000001,6215.930719462056,past,0
2024-08-11 17:00:00,3299704.0,187.4153827153523,29.0675,76.78500000000001,6270.495746289602,past,0
2024-08-11 18:00:00,3127355.0,181.10543849699064,28.715000000000003,77.1025,6290.746579622934,past,0
2024-08-11 19:00:00,2980682.0,175.80586601122727,28.425,77.57000000000001,6275.629673041066,past,0
2024-08-11 20:00:00,2622565.0,162.73400287073054,28.14,78.34,6265.053989915202,past,0
2024-08-11 21:00:00,2241849.0,148.77713700171822,28.06,78.99000000000001,5978.119016742748,past,0
2024-08-11 22:00:00,1955531.0,138.33266710692047,27.8925,79.62416666666667,5996.806933409414,past,0
2024-08-11 23:00:00,1574326.0,124.11753708002158,27.902500000000003,79.60083333333334,6023.291666666667,past,0
2024-08-12 00:00:00,1174312.0,108.99563156110436,28.117499999999996,78.9375,6033.708333333333,past,0
2024-08-12 01:00:00,757071.0,68.24454430122235,28.397499999999997,78.17416666666666,5759.125,past,0
2024-08-12 02:00:00,517921.0,39.70803092936392,28.7,77.48833333333333,5683.958333333333,past,0
2024-08-12 03:00:00,444699.0,32.22495930662721,28.945000000000004,76.84,5924.375,past,0
2024-08-12 04:00:00,538426.0,41.14566524210926,29.417500000000004,75.43249999999999,5858.208333333333,past,0
2024-08-12 05:00:00,785002.0,70.2925386844816,29.7475,74.53499999999998,5836.25,past,0
2024-08-12 06:00:00,1144894.0,106.06009310266884,30.065,73.77999999999999,5870.416666666667,past,0
