timestamp,traffic_flow,aqi,electricity_demand,temperature,humidity
2024-02-01 00:00:00,5858.169741697416,90.0,5067.009999999999,24.277500000000003,70.02000000000001
2024-02-01 01:00:00,4793.047970479704,90.0,5380.28,24.277500000000003,70.02000000000001
2024-02-01 02:00:00,3994.20664206642,90.0,5121.68,24.277500000000003,70.02000000000001
2024-02-01 03:00:00,3994.20664206642,90.0,4976.78,24.277500000000003,70.02000000000001
2024-02-01 04:00:00,5325.608856088561,90.0,5257.24,24.277500000000003,70.02000000000001
2024-02-01 05:00:00,8520.974169741698,90.0,5287.76,24.277500000000003,70.02000000000001
2024-02-01 06:00:00,13580.302583025828,90.0,5192.71,24.277500000000003,70.02000000000001
2024-02-01 07:00:00,17041.948339483395,90.0,5653.7,24.277500000000003,70.02000000000001
2024-02-01 08:00:00,18373.350553505537,90.0,6197.08,24.277500000000003,70.02000000000001
2024-02-01 09:00:00,14911.704797047969,90.0,6859.96,24.277500000000003,70.02000000000001
2024-02-01 10:00:00,12515.180811808115,90.0,7584.56,24.277500000000003,70.02000000000001
2024-02-01 11:00:00,11450.059040590406,90.0,7696.99,24.277500000000003,70.02000000000001
2024-02-01 12:00:00,10917.49815498155,90.0,7506.29,24.277500000000003,70.02000000000001
2024-02-01 13:00:00,11183.778597785978,90.0,7380.719999999999,24.277500000000003,70.02000000000001
2024-02-01 14:00:00,11982.61992619926,90.0,7030.11,24.277500000000003,70.02000000000001
2024-02-01 15:00:00,13580.302583025828,90.0,7064.620000000001,24.277500000000003,70.02000000000001
2024-02-01 16:00:00,16775.667896678966,90.0,6763.19,24.277500000000003,70.02000000000001
2024-02-01 17:00:00,20503.594095940956,90.0,6479.62,24.277500000000003,70.02000000000001
2024-02-01 18:00:00,22101.276752767528,90.0,5428.87,24.277500000000003,70.02000000000001
2024-02-01 19:00:00,18905.91143911439,90.0,5437.82,24.277500000000003,70.02000000000001
2024-02-01 20:00:00,14911.704797047969,90.0,5195.38,24.277500000000003,70.02000000000001
2024-02-01 21:00:00,11716.339483394831,90.0,4894.49,24.277500000000003,70.02000000000001
2024-02-01 22:00:00,8520.974169741698,90.0,5055.0199999999995,24.277500000000003,70.02000000000001
2024-02-01 23:00:00,7189.571955719557,90.0,5083.51,24.277500000000003,70.02000000000001
2024-02-02 00:00:00,4440.935424354243,97.0,5077.15,24.679,71.6
2024-02-02 01:00:00,3633.4926199261986,97.0,5333.57,24.679,71.6
2024-02-02 02:00:00,3027.910516605166,97.0,5020.030000000001,24.679,71.6
2024-02-02 03:00:00,3027.910516605166,97.0,5010.27,24.679,71.6
2024-02-02 04:00:00,4037.2140221402215,97.0,5200.0,24.679,71.6
2024-02-02 05:00:00,6459.542435424354,97.0,5156.43,24.679,71.6
2024-02-02 06:00:00,10294.895756457565,97.0,5078.67,24.679,71.6
2024-02-02 07:00:00,12919.084870848708,97.0,5594.879999999999,24.679,71.6
2024-02-02 08:00:00,13928.388376383764,97.0,6112.12,24.679,71.6
2024-02-02 09:00:00,11304.19926199262,97.0,7193.94,24.679,71.6
2024-02-02 10:00:00,9487.45295202952,97.0,7841.740000000001,24.679,71.6
2024-02-02 11:00:00,8680.010147601475,97.0,7735.410000000001,24.679,71.6
2024-02-02 12:00:00,8276.288745387454,97.0,7748.58,24.679,71.6
2024-02-02 13:00:00,8478.149446494466,97.0,7437.11,24.679,71.6
2024-02-02 14:00:00,9083.731549815497,97.0,7218.02,24.679,71.6
2024-02-02 15:00:00,10294.895756457565,97.0,7189.33,24.679,71.6
2024-02-02 16:00:00,12717.224169741698,97.0,7233.74,24.679,71.6
2024-02-02 17:00:00,15543.273985239852,97.0,6764.400000000001,24.679,71.6
2024-02-02 18:00:00,16754.43819188192,97.0,5798.13,24.679,71.6
2024-02-02 19:00:00,14332.109778597784,97.0,5614.74,24.679,71.6
2024-02-02 20:00:00,11304.19926199262,97.0,5386.09,24.679,71.6
2024-02-02 21:00:00,8881.870848708486,97.0,5157.4,24.679,71.6
2024-02-02 22:00:00,6459.542435424354,97.0,5186.58,24.679,71.6
2024-02-02 23:00:00,5450.238929889299,97.0,5127.629999999999,24.679,71.6
2024-02-03 00:00:00,6279.701107011068,88.0,5468.6,24.668,72.9
2024-02-03 01:00:00,5137.937269372693,88.0,5565.6,24.668,72.9
2024-02-03 02:00:00,4281.614391143911,88.0,5257.0,24.668,72.9
2024-02-03 03:00:00,4281.614391143911,88.0,5244.8,24.668,72.9
2024-02-03 04:00:00,5708.819188191882,88.0,5449.9,24.668,72.9
2024-02-03 05:00:00,9134.110701107013,88.0,5407.9,24.668,72.9
2024-02-03 06:00:00,14557.4889298893,88.0,4673.1,24.668,72.9
2024-02-03 07:00:00,18268.221402214025,88.0,5309.83,24.668,72.9
2024-02-03 08:00:00,19695.426199262,88.0,5775.459999999999,24.668,72.9
2024-02-03 09:00:00,15984.693726937268,88.0,6727.66,24.668,72.9
2024-02-03 10:00:00,13415.725092250925,88.0,7553.74,24.668,72.9
2024-02-03 11:00:00,12273.961254612548,88.0,7555.799999999999,24.668,72.9
2024-02-03 12:00:00,11703.07933579336,88.0,7546.0,24.668,72.9
2024-02-03 13:00:00,11988.520295202956,88.0,7285.52,24.668,72.9
2024-02-03 14:00:00,12844.843173431733,88.0,7030.4400000000005,24.668,72.9
2024-02-03 15:00:00,14557.4889298893,88.0,6971.6,24.668,72.9
2024-02-03 16:00:00,17982.78044280443,88.0,6949.59,24.668,72.9
2024-02-03 17:00:00,21978.953874538744,88.0,6452.49,24.668,72.9
2024-02-03 18:00:00,23691.599630996316,88.0,5581.5599999999995,24.668,72.9
2024-02-03 19:00:00,20266.308118081175,88.0,5384.8,24.668,72.9
2024-02-03 20:00:00,15984.693726937268,88.0,5097.0,24.668,72.9
2024-02-03 21:00:00,12559.402214022137,88.0,4775.3,24.668,72.9
2024-02-03 22:00:00,9134.110701107013,88.0,5030.7,24.668,72.9
2024-02-03 23:00:00,7706.905904059042,88.0,4877.1,24.668,72.9
2024-02-04 00:00:00,5926.321033210331,95.0,5199.8099999999995,24.067,65.32000000000001
2024-02-04 01:00:00,4848.80811808118,95.0,4721.59,24.067,65.32000000000001
2024-02-04 02:00:00,4040.6734317343175,95.0,5040.24,24.067,65.32000000000001
2024-02-04 03:00:00,4040.6734317343175,95.0,4711.27,24.067,65.32000000000001
2024-02-04 04:00:00,5387.564575645756,95.0,5098.740000000001,24.067,65.32000000000001
2024-02-04 05:00:00,8620.103321033212,95.0,4717.639999999999,24.067,65.32000000000001
2024-02-04 06:00:00,13738.28966789668,95.0,4709.11,24.067,65.32000000000001
2024-02-04 07:00:00,17240.206642066423,95.0,4724.200000000001,24.067,65.32000000000001
2024-02-04 08:00:00,18587.097785977865,95.0,5220.11,24.067,65.32000000000001
